S28000362,F,50,64,0,166,0,79,9,42,0,16,3,6,16,66,14,0,0,16
S28000362,F,65,90,229,0,76,7,2,10,0,0,0,1,0,51,6,0,8,10
S28000363,M,0,15,0,0,0,0,297,0,0,0,132,0,443,0,124,0,0,0
S28000363,M,16,24,0,20,0,0,111,106,0,13,40,14,105,135,40,8,0,41
S28000363,M,25,49,0,312,0,54,309,188,0,85,134,27,25,178,72,0,0,106
S28000363,M,50,64,0,189,0,136,75,164,0,20,22,16,8,63,38,0,0,47
S28000363,M,65,90,178,0,249,19,4,70,0,5,2,5,1,39,25,0,20,29
S28000363,F,0,15,0,0,0,0,288,0,0,0,137,0,395,0,110,0,0,0
S28000363,F,16,24,0,27,0,2,103,71,0,16,45,12,151,68,58,0,0,41
S28000363,F,25,49,0,181,0,53,346,132,2,79,154,24,476,155,148,8,0,86
S28000363,F,50,64,0,177,0,142,39,158,0,23,7,15,35,135,59,0,0,67
S28000363,F,65,90,480,0,247,12,2,59,0,1,1,4,3,113,23,0,28,37
S28000364,M,0,15,0,0,0,0,218,0,0,0,89,0,410,0,56,0,0,0
S28000364,M,16,24,0,55,0,3,51,60,0,17,24,9,82,84,18,10,0,35
S28000364,M,25,49,0,422,0,72,236,79,2,89,118,11,35,86,51,2,0,77
S28000364,M,50,64,0,197,0,121,33,81,0,31,5,3,6,25,16,0,0,27
S28000364,M,65,90,158,0,153,21,1,23,0,5,0,0,0,16,3,0,15,8
S28000364,F,0,15,0,0,0,0,230,0,0,0,105,0,375,0,55,0,0,0
S28000364,F,16,24,0,35,0,8,59,46,0,25,34,3,150,42,23,5,0,25
S28000364,F,25,49,0,280,0,71,237,71,0,85,116,14,442,98,87,0,0,55
S28000364,F,50,64,0,182,0,132,20,79,0,28,1,4,22,86,17,0,0,29
S28000364,F,65,90,329,0,157,6,0,16,0,4,1,0,6,66,5,0,16,6
S28000365,M,0,15,0,0,0,0,80,0,0,0,61,0,279,0,36,0,0,0
S28000365,M,16,24,0,48,0,3,15,27,0,9,20,4,39,78,15,16,0,25
S28000365,M,25,49,0,362,0,34,91,45,2,38,71,13,15,74,36,2,0,74
S28000365,M,50,64,0,180,0,74,11,40,2,10,7,2,2,18,12,0,0,26
S28000365,M,65,90,140,0,43,17,3,15,0,3,0,0,2,12,3,0,3,5
S28000365,F,0,15,0,0,0,0,73,0,0,0,63,0,272,0,43,0,0,0
S28000365,F,16,24,0,44,0,5,15,26,0,8,24,2,108,40,29,12,0,15
S28000365,F,25,49,0,170,0,35,94,42,0,27,69,6,293,95,52,0,0,42
S28000365,F,50,64,0,161,0,84,6,39,0,10,3,3,13,71,17,0,0,19
S28000365,F,65,90,188,0,43,4,3,8,0,3,0,0,1,38,5,0,14,6
S28000366,M,0,15,0,0,0,0,144,0,0,0,79,0,333,0,64,0,0,0
S28000366,M,16,24,0,24,0,1,45,43,0,17,18,10,55,111,12,16,0,17
S28000366,M,25,49,0,292,0,52,168,86,0,70,100,14,24,102,33,4,0,67
S28000366,M,50,64,0,188,0,123,29,74,2,23,5,9,5,36,19,0,0,38
S28000366,M,65,90,246,0,194,29,3,44,0,9,0,2,2,22,8,0,22,17
S28000366,F,0,15,0,0,0,0,146,0,0,0,77,0,268,0,64,0,0,0
S28000366,F,16,24,0,25,0,2,38,19,0,20,27,11,100,48,24,14,0,23
S28000366,F,25,49,0,198,0,60,173,61,0,62,96,14,349,104,83,4,0,63
S28000366,F,50,64,0,218,0,135,18,66,0,31,2,10,28,94,25,0,0,35
S28000366,F,65,90,493,0,198,8,2,37,0,4,0,1,4,79,19,1,28,19
S28000367,M,0,15,0,0,0,0,112,0,0,0,76,0,321,0,93,0,0,0
S28000367,M,16,24,0,17,0,0,60,39,0,5,32,14,74,75,23,5,0,21
S28000367,M,25,49,0,290,0,22,125,118,0,39,100,18,19,118,53,0,0,57
S28000367,M,50,64,0,132,0,109,35,94,0,21,12,11,6,31,26,0,0,27
S28000367,M,65,90,125,0,169,20,4,44,0,5,0,0,2,24,9,0,15,11
S28000367,F,0,15,0,0,0,0,111,0,0,0,93,0,304,0,86,0,0,0
S28000367,F,16,24,0,29,0,0,49,41,0,13,44,6,121,40,39,3,0,21
